,Respondent,LanguageDesireNextYear,LanguageWorkedWith
59410,19826,,JavaScript
59411,19826,,Python
59412,19826,,SQL
59413,19826,Rust,
59419,19826,SQL,
59425,19843,Bash/Shell/PowerShell,C#
59426,19843,,JavaScript
59427,19843,,TypeScript
59428,19848,Python,Bash/Shell/PowerShell
59429,19848,,Java
59430,19848,,Python
59431,19848,R,
59434,19848,Rust,
59437,19858,Python,C
59438,19858,,C#
59439,19858,,HTML/CSS
59440,19858,,JavaScript
59441,19858,,Python
59442,19858,,R
59443,19858,,SQL
59444,19858,,TypeScript
59445,19872,Objective-C,C#
59446,19872,,HTML/CSS
59447,19872,,JavaScript
59448,19872,,TypeScript
59449,19872,SQL,
59453,19872,TypeScript,
59457,19889,Assembly,Assembly
59458,19889,,Bash/Shell/PowerShell
59459,19889,,HTML/CSS
59460,19889,,Java
59461,19889,,JavaScript
59462,19889,,Perl
59463,19889,,Python
59464,19889,,SQL
59465,19889,,TypeScript
59466,19889,Bash/Shell/PowerShell,
59475,19889,HTML/CSS,
59484,19889,JavaScript,
59493,19889,Julia,
59502,19889,Python,
59511,19889,Rust,
59520,19889,SQL,
59529,19889,TypeScript,
59538,19895,C#,C#
59539,19895,,HTML/CSS
59540,19895,,JavaScript
59541,19895,,PHP
59542,19895,,SQL
59543,19895,Go,
59548,19895,HTML/CSS,
59553,19895,JavaScript,
59558,19895,PHP,
59563,19895,Python,
59568,19895,SQL,
59573,19895,TypeScript,
59578,19901,Bash/Shell/PowerShell,Bash/Shell/PowerShell
59579,19901,,HTML/CSS
59580,19901,,JavaScript
59581,19901,,PHP
59582,19901,,Python
59583,19901,,SQL
59584,19901,,Scala
59585,19901,,TypeScript
59586,19901,Scala,
59594,19901,SQL,
59602,19903,Go,Bash/Shell/PowerShell
59603,19903,,HTML/CSS
59604,19903,,JavaScript
59605,19903,,PHP
59606,19903,,Python
59607,19903,,SQL
59608,19903,,TypeScript
59609,19903,HTML/CSS,
59616,19903,JavaScript,
59623,19903,Rust,
59630,19903,SQL,
59637,19903,TypeScript,
59644,19925,JavaScript,JavaScript
59645,19939,C++,C
59646,19939,,C++
59647,19939,,Dart
59648,19939,,HTML/CSS
59649,19939,,Java
59650,19939,,JavaScript
59651,19939,,Python
59652,19939,,Ruby
59653,19939,Dart,
59661,19939,Go,
59669,19939,Haskell,
59677,19939,JavaScript,
59685,19939,Julia,
59693,19939,Python,
59701,19939,Ruby,
59709,19939,Rust,
59717,19939,Scala,
59725,19941,Go,Bash/Shell/PowerShell
59726,19941,,HTML/CSS
59727,19941,,JavaScript
59728,19941,,Python
59729,19941,,Ruby
59730,19941,,SQL
59731,19941,Python,
59737,19941,SQL,
59743,19944,Bash/Shell/PowerShell,Assembly
59744,19944,,Bash/Shell/PowerShell
59745,19944,,C
59746,19944,,C#
59747,19944,,C++
59748,19944,,HTML/CSS
59749,19944,,Java
59750,19944,,JavaScript
59751,19944,,SQL
59752,19944,C#,
59761,19944,SQL,
59770,19954,Bash/Shell/PowerShell,Bash/Shell/PowerShell
59771,19954,,C#
59772,19954,,HTML/CSS
59773,19954,,Java
59774,19954,,JavaScript
59775,19954,,PHP
59776,19954,,Python
59777,19954,,SQL
59778,19954,,Scala
59779,19954,,TypeScript
59780,19954,,VBA
59781,19954,C#,
59792,19954,Go,
59803,19954,Perl,
59814,19954,Python,
59825,19954,Ruby,
59836,19954,SQL,
59847,19954,TypeScript,
59858,19965,Go,Assembly
59859,19965,,C
59860,19965,,C#
59861,19965,,C++
59862,19965,,Java
59863,19965,,JavaScript
59864,19965,,Python
59865,19965,,SQL
59866,19965,Java,
59874,19965,Python,
59882,19965,Rust,
59890,19965,SQL,
59898,19965,Swift,
59906,19995,Bash/Shell/PowerShell,C++
59907,19995,,HTML/CSS
59908,19995,,Java
59909,19995,,JavaScript
59910,19995,,Python
59911,19995,HTML/CSS,
59916,19995,JavaScript,
59921,19995,Kotlin,
59926,19995,Python,
59931,19995,R,
59936,19995,Ruby,
59941,19995,SQL,
59946,19995,TypeScript,
59951,20029,Bash/Shell/PowerShell,Bash/Shell/PowerShell
59952,20029,,Python
59953,20029,,SQL
59954,20029,C#,
59957,20029,C++,
59960,20029,Julia,
59963,20029,Python,
59966,20029,Scala,
59969,20029,SQL,
59972,20064,C#,HTML/CSS
59973,20064,,JavaScript
59974,20064,,Python
59975,20064,,SQL
59976,20064,,TypeScript
59977,20064,Go,
59982,20064,HTML/CSS,
59987,20064,JavaScript,
59992,20064,Kotlin,
59997,20064,Python,
60002,20064,SQL,
60007,20064,TypeScript,
60012,20069,Bash/Shell/PowerShell,Bash/Shell/PowerShell
60013,20069,,HTML/CSS
60014,20069,,Java
60015,20069,,JavaScript
60016,20069,,Objective-C
60017,20069,,PHP
60018,20069,,Python
60019,20069,,SQL
60020,20069,Go,
60028,20069,HTML/CSS,
60036,20069,JavaScript,
60044,20069,Python,
60052,20069,Rust,
60060,20069,SQL,
60068,20069,TypeScript,
60076,20081,Dart,JavaScript
60077,20081,,TypeScript
60078,20081,JavaScript,
60080,20081,Rust,
60082,20081,TypeScript,
60084,20083,Bash/Shell/PowerShell,Bash/Shell/PowerShell
60085,20083,,Go
60086,20083,,HTML/CSS
60087,20083,,Haskell
60088,20083,,JavaScript
60089,20083,,Python
60090,20083,,R
60091,20083,,Rust
60092,20083,,SQL
60093,20083,,TypeScript
60094,20083,Go,
60104,20083,Haskell,
60114,20083,HTML/CSS,
60124,20083,JavaScript,
60134,20083,Python,
60144,20083,Rust,
60154,20083,SQL,
60164,20083,TypeScript,
60174,20086,Go,Bash/Shell/PowerShell
60175,20086,,HTML/CSS
60176,20086,,JavaScript
60177,20086,,PHP
60178,20086,,Python
60179,20086,,SQL
60180,20086,,Scala
60181,20086,,TypeScript
60182,20086,Haskell,
60190,20086,Kotlin,
60198,20086,SQL,
60206,20086,Swift,
60214,20086,TypeScript,
60222,20111,Bash/Shell/PowerShell,C#
60223,20111,,HTML/CSS
60224,20111,,JavaScript
60225,20111,,TypeScript
60226,20111,C#,
60230,20111,Haskell,
60234,20111,Python,
60238,20111,R,
60242,20111,Rust,
60246,20121,Bash/Shell/PowerShell,Bash/Shell/PowerShell
60247,20121,,C#
60248,20121,,HTML/CSS
60249,20121,,JavaScript
60250,20121,,Python
60251,20121,,TypeScript
60252,20121,C#,
60258,20121,Python,
60264,20121,TypeScript,
60270,20124,C#,Bash/Shell/PowerShell
60271,20124,,C#
60272,20124,Go,
60274,20124,Rust,
60276,20148,Go,Bash/Shell/PowerShell
60277,20148,,Go
60278,20148,,HTML/CSS
60279,20148,,Java
60280,20148,,JavaScript
60281,20148,,Python
60282,20148,,SQL
60283,20148,,Scala
60284,20148,,TypeScript
60285,20148,HTML/CSS,
60294,20148,Java,
60303,20148,JavaScript,
60312,20148,Python,
60321,20148,Scala,
60330,20148,SQL,
60339,20148,TypeScript,
60348,20157,C#,C#
60349,20157,,HTML/CSS
60350,20157,,JavaScript
60351,20157,,SQL
60352,20157,,TypeScript
60353,20157,HTML/CSS,
60358,20157,JavaScript,
60363,20157,Kotlin,
60368,20157,Python,
60373,20157,SQL,
60378,20157,TypeScript,
60383,20163,Bash/Shell/PowerShell,Bash/Shell/PowerShell
60384,20163,,HTML/CSS
60385,20163,,JavaScript
60386,20163,,Python
60387,20163,HTML/CSS,
60391,20163,JavaScript,
60395,20163,Kotlin,
60399,20163,Python,
60403,20163,Swift,
60407,20167,Bash/Shell/PowerShell,Bash/Shell/PowerShell
60408,20167,,C
60409,20167,,C++
60410,20167,,HTML/CSS
60411,20167,,Java
60412,20167,,JavaScript
60413,20167,,Python
60414,20167,,R
60415,20167,,SQL
60416,20167,,Scala
60417,20167,,TypeScript
60418,20167,C,
60429,20167,C#,
60440,20167,C++,
60451,20167,Go,
60462,20167,HTML/CSS,
60473,20167,Java,
60484,20167,JavaScript,
60495,20167,Kotlin,
60506,20167,Perl,
60517,20167,Python,
60528,20167,R,
60539,20167,Scala,
60550,20167,SQL,
60561,20167,TypeScript,
60572,20173,Go,HTML/CSS
60573,20173,,JavaScript
60574,20173,,Python
60575,20173,,SQL
60576,20173,,VBA
60577,20173,HTML/CSS,
60582,20173,JavaScript,
60587,20173,Python,
60592,20173,SQL,
60597,20173,TypeScript,
60602,20177,HTML/CSS,HTML/CSS
60603,20177,,JavaScript
60604,20177,,PHP
60605,20177,JavaScript,
60608,20177,PHP,
60611,20187,Bash/Shell/PowerShell,Bash/Shell/PowerShell
60612,20187,,C#
60613,20187,,Python
60614,20187,,SQL
60615,20187,C#,
60619,20187,Kotlin,
60623,20187,Python,
60627,20187,Rust,
60631,20187,SQL,
60635,20187,TypeScript,
60639,20216,Bash/Shell/PowerShell,Bash/Shell/PowerShell
60640,20216,,C#
60641,20216,,R
60642,20216,,SQL
60643,20216,,TypeScript
60644,20216,C#,
60649,20216,JavaScript,
60654,20216,TypeScript,
60659,20220,C#,Bash/Shell/PowerShell
60660,20220,,C
60661,20220,,C#
60662,20220,,C++
60663,20220,,Go
60664,20220,,HTML/CSS
60665,20220,,Java
60666,20220,,JavaScript
60667,20220,,Kotlin
60668,20220,,PHP
60669,20220,,Python
60670,20220,,SQL
60671,20220,C++,
60683,20220,JavaScript,
60695,20220,Kotlin,
60707,20220,Python,
60719,20220,Rust,
60731,20223,Bash/Shell/PowerShell,Bash/Shell/PowerShell
60732,20223,,HTML/CSS
60733,20223,,JavaScript
60734,20223,,PHP
60735,20223,,Python
60736,20223,,SQL
60737,20223,Go,
60743,20223,HTML/CSS,
60749,20223,JavaScript,
60755,20223,PHP,
60761,20223,Python,
60767,20223,SQL,
60773,20223,TypeScript,
60779,20227,JavaScript,JavaScript
60780,20227,,PHP
60781,20227,,Python
60782,20227,PHP,
60785,20227,Python,
60788,20227,Ruby,
60791,20282,Bash/Shell/PowerShell,Bash/Shell/PowerShell
60792,20282,,C#
60793,20282,,HTML/CSS
60794,20282,,JavaScript
60795,20282,,SQL
60796,20282,C#,
60801,20282,HTML/CSS,
60806,20282,JavaScript,
60811,20282,SQL,
60816,20284,Go,Go
60817,20284,,HTML/CSS
60818,20284,,JavaScript
60819,20284,,PHP
60820,20284,,Python
60821,20284,,SQL
60822,20284,HTML/CSS,
60828,20284,JavaScript,
60834,20284,PHP,
60840,20284,SQL,
60846,20297,C#,C#
60847,20297,,HTML/CSS
60848,20297,,JavaScript
60849,20297,,SQL
60850,20297,HTML/CSS,
60854,20297,JavaScript,
60858,20297,SQL,
60862,20330,C#,Bash/Shell/PowerShell
60863,20330,,C#
60864,20330,,Dart
60865,20330,,JavaScript
60866,20330,,Objective-C
60867,20330,,Rust
60868,20330,,SQL
60869,20330,,Swift
60870,20330,,TypeScript
60871,20330,Dart,
60880,20330,Rust,
60889,20330,SQL,
60898,20330,TypeScript,
60907,20396,Bash/Shell/PowerShell,Bash/Shell/PowerShell
60908,20396,,C#
60909,20396,,Go
60910,20396,,HTML/CSS
60911,20396,,JavaScript
60912,20396,,Python
60913,20396,,Ruby
60914,20396,,SQL
60915,20396,,VBA
60916,20396,Go,
60925,20396,HTML/CSS,
60934,20396,JavaScript,
60943,20396,Python,
60952,20396,Ruby,
60961,20396,SQL,
60970,20407,HTML/CSS,HTML/CSS
60971,20407,,JavaScript
60972,20407,,PHP
60973,20407,,SQL
60974,20407,,TypeScript
60975,20407,,VBA
60976,20407,JavaScript,
60982,20407,PHP,
60988,20407,SQL,
60994,20407,TypeScript,
61000,20414,Bash/Shell/PowerShell,Bash/Shell/PowerShell
61001,20414,,C++
61002,20414,,Go
61003,20414,,Java
61004,20414,,Python
61005,20414,,SQL
61006,20414,,Scala
61007,20414,,VBA
61008,20414,Go,
61016,20414,Haskell,
61024,20414,Python,
61032,20414,Scala,
61040,20414,SQL,
61048,20414,TypeScript,
61056,20446,C#,Bash/Shell/PowerShell
61057,20446,,C#
61058,20446,,Go
61059,20446,,HTML/CSS
61060,20446,,JavaScript
61061,20446,,PHP
61062,20446,,Scala
61063,20446,,TypeScript
61064,20446,Go,
61072,20446,Rust,
61080,20446,TypeScript,
61088,20486,C,HTML/CSS
61089,20486,,Java
61090,20486,,JavaScript
61091,20486,,PHP
61092,20486,C++,
61096,20486,Rust,
61100,20486,TypeScript,
61104,20515,Ruby,C
61105,20515,,C++
61106,20515,,HTML/CSS
61107,20515,,JavaScript
61108,20515,,PHP
61109,20515,,Python
61110,20515,,SQL
61111,20525,HTML/CSS,HTML/CSS
61112,20525,,JavaScript
61113,20525,,TypeScript
61114,20525,JavaScript,
61117,20525,TypeScript,
61120,20530,Go,Bash/Shell/PowerShell
61121,20530,,C#
61122,20530,,HTML/CSS
61123,20530,,JavaScript
61124,20530,,SQL
61125,20530,,TypeScript
61126,20530,Rust,
61132,20551,Bash/Shell/PowerShell,Assembly
61133,20551,,Bash/Shell/PowerShell
61134,20551,,C#
61135,20551,,C++
61136,20551,,HTML/CSS
61137,20551,,Java
61138,20551,,JavaScript
61139,20551,,Python
61140,20551,,SQL
61141,20551,,TypeScript
61142,20551,C,
61152,20551,C++,
61162,20551,Python,
61172,20551,Rust,
61182,20551,SQL,
61192,20551,TypeScript,
61202,20565,Bash/Shell/PowerShell,Bash/Shell/PowerShell
61203,20565,,C
61204,20565,,Go
61205,20565,,HTML/CSS
61206,20565,,Java
61207,20565,,JavaScript
61208,20565,,Python
61209,20565,,Rust
61210,20565,,SQL
61211,20565,,Scala
61212,20565,,TypeScript
61213,20565,C,
61224,20565,Go,
61235,20565,HTML/CSS,
61246,20565,Java,
61257,20565,JavaScript,
61268,20565,Python,
61279,20565,Rust,
61290,20565,Scala,
61301,20565,SQL,
61312,20565,TypeScript,
61323,20587,Bash/Shell/PowerShell,Bash/Shell/PowerShell
61324,20587,,C#
61325,20587,,HTML/CSS
61326,20587,,JavaScript
61327,20587,,Python
61328,20587,,Ruby
61329,20587,,SQL
61330,20587,,TypeScript
61331,20587,C#,
61339,20587,Go,
61347,20587,HTML/CSS,
61355,20587,JavaScript,
61363,20587,Python,
61371,20587,SQL,
61379,20587,TypeScript,
61387,20616,Dart,Dart
61388,20616,,HTML/CSS
61389,20616,,Java
61390,20616,,JavaScript
61391,20616,,TypeScript
61392,20616,HTML/CSS,
61397,20616,JavaScript,
61402,20616,TypeScript,
61407,20644,Bash/Shell/PowerShell,Bash/Shell/PowerShell
61408,20644,,HTML/CSS
61409,20644,,JavaScript
61410,20644,,Python
61411,20644,,Ruby
61412,20644,,SQL
61413,20644,Go,
61419,20644,HTML/CSS,
61425,20644,JavaScript,
61431,20644,Python,
61437,20644,Rust,
61443,20644,SQL,
61449,20646,Bash/Shell/PowerShell,Bash/Shell/PowerShell
61450,20646,,Go
61451,20646,,Java
61452,20646,,JavaScript
61453,20646,,Python
61454,20646,,Ruby
61455,20646,,SQL
61456,20646,,TypeScript
61457,20646,Go,
61465,20646,Python,
61473,20659,C,Bash/Shell/PowerShell
61474,20659,,C#
61475,20659,,HTML/CSS
61476,20659,,Java
61477,20659,,JavaScript
61478,20659,,PHP
61479,20659,,Python
61480,20659,,R
61481,20659,,SQL
61482,20659,,VBA
61483,20659,C++,
61493,20659,Julia,
61503,20659,Ruby,
61513,20675,Bash/Shell/PowerShell,Bash/Shell/PowerShell
61514,20675,,C#
61515,20675,,C++
61516,20675,,HTML/CSS
61517,20675,,JavaScript
61518,20675,,Python
61519,20675,,SQL
61520,20675,,TypeScript
61521,20675,C#,
61529,20675,HTML/CSS,
61537,20675,JavaScript,
61545,20675,Python,
61553,20675,R,
61561,20675,SQL,
61569,20675,TypeScript,
61577,20699,Bash/Shell/PowerShell,Bash/Shell/PowerShell
61578,20699,,HTML/CSS
61579,20699,,Java
61580,20699,,JavaScript
61581,20699,,Python
61582,20699,,SQL
61583,20699,Java,
61589,20699,JavaScript,
61595,20699,Python,
61601,20699,SQL,
61607,20712,Bash/Shell/PowerShell,Bash/Shell/PowerShell
61608,20712,,C
61609,20712,,C#
61610,20712,,C++
61611,20712,,HTML/CSS
61612,20712,,Java
61613,20712,,JavaScript
61614,20712,,Julia
61615,20712,,Objective-C
61616,20712,,PHP
61617,20712,,Python
61618,20712,,SQL
61619,20712,,Swift
61620,20712,,TypeScript
61621,20712,C++,
61635,20712,Julia,
61649,20712,Python,
61663,20712,Rust,
61677,20712,Scala,
61691,20712,SQL,
61705,20712,TypeScript,
61719,20716,C#,Bash/Shell/PowerShell
61720,20716,,C#
61721,20716,,HTML/CSS
61722,20716,,SQL
61723,20716,,TypeScript
61724,20716,HTML/CSS,
61729,20716,SQL,
61734,20716,TypeScript,
61739,20722,Java,C++
61740,20722,,HTML/CSS
61741,20722,,Java
61742,20722,,JavaScript
61743,20722,,Python
61744,20722,Python,
61749,20742,Bash/Shell/PowerShell,Bash/Shell/PowerShell
61750,20742,,C#
61751,20742,,HTML/CSS
61752,20742,,Java
61753,20742,,JavaScript
61754,20742,,PHP
61755,20742,,SQL
61756,20742,C#,
61763,20742,HTML/CSS,
61770,20742,JavaScript,
61777,20742,PHP,
61784,20742,Python,
61791,20742,SQL,
61798,20742,TypeScript,
61805,20755,C#,C
61806,20755,,C#
61807,20755,,C++
61808,20755,,HTML/CSS
61809,20755,,JavaScript
61810,20755,,Python
61811,20755,,SQL
61812,20755,C++,
61819,20755,Go,
61826,20755,Python,
61833,20767,Bash/Shell/PowerShell,Bash/Shell/PowerShell
61834,20767,,Dart
61835,20767,,Go
61836,20767,,HTML/CSS
61837,20767,,JavaScript
61838,20767,,PHP
61839,20767,,Python
61840,20767,,Rust
61841,20767,,SQL
61842,20767,Dart,
61851,20767,Go,
61860,20767,HTML/CSS,
61869,20767,PHP,
61878,20767,SQL,
61887,20780,Dart,C#
61888,20780,,HTML/CSS
61889,20780,,Java
61890,20780,,JavaScript
61891,20780,,Kotlin
61892,20780,,PHP
61893,20780,,Perl
61894,20780,,Python
61895,20780,,R
61896,20780,,SQL
61897,20780,,VBA
61898,20780,Go,
61909,20780,HTML/CSS,
61920,20780,JavaScript,
61931,20780,Kotlin,
61942,20780,Python,
61953,20780,R,
61964,20780,SQL,
61975,20782,Go,C++
61976,20782,,Python
61977,20782,HTML/CSS,
61979,20782,JavaScript,
61981,20782,Python,
61983,20782,Rust,
61985,20782,Scala,
61987,20789,Bash/Shell/PowerShell,Bash/Shell/PowerShell
61988,20789,,HTML/CSS
61989,20789,,JavaScript
61990,20789,,TypeScript
61991,20789,HTML/CSS,
61995,20789,JavaScript,
61999,20789,Python,
62003,20789,Rust,
62007,20789,TypeScript,
62011,20868,Python,HTML/CSS
62012,20868,,JavaScript
62013,20868,,Python
62014,20868,,SQL
62015,20868,Rust,
62019,20868,SQL,
62023,20880,C#,C#
62024,20880,,Python
62025,20880,Python,
62027,20880,Rust,
62029,20885,Bash/Shell/PowerShell,Bash/Shell/PowerShell
62030,20885,,Go
62031,20885,,JavaScript
62032,20885,,Python
62033,20885,,SQL
62034,20885,Go,
62039,20885,JavaScript,
62044,20885,Python,
62049,20885,Rust,
62054,20885,SQL,
62059,20885,TypeScript,
62064,20896,Bash/Shell/PowerShell,Bash/Shell/PowerShell
62065,20896,,C#
62066,20896,,HTML/CSS
62067,20896,,JavaScript
62068,20896,,SQL
62069,20896,,TypeScript
62070,20896,C,
62076,20896,C#,
62082,20896,C++,
62088,20896,Go,
62094,20896,Kotlin,
62100,20896,Python,
62106,20896,Rust,
62112,20896,SQL,
62118,20899,Bash/Shell/PowerShell,Bash/Shell/PowerShell
62119,20899,,C#
62120,20899,,HTML/CSS
62121,20899,,JavaScript
62122,20899,,SQL
62123,20899,,TypeScript
62124,20899,C#,
62130,20899,HTML/CSS,
62136,20899,Rust,
62142,20899,SQL,
62148,20899,TypeScript,
62154,20923,HTML/CSS,HTML/CSS
62155,20923,,Java
62156,20923,,JavaScript
62157,20923,,Python
62158,20923,,SQL
62159,20923,Java,
62164,20923,JavaScript,
62169,20923,Python,
62174,20923,SQL,
62179,20933,Bash/Shell/PowerShell,Bash/Shell/PowerShell
62180,20933,,HTML/CSS
62181,20933,,JavaScript
62182,20933,,Python
62183,20933,,SQL
62184,20933,Go,
62189,20933,Python,
62194,20933,Rust,
62199,20933,SQL,
62204,20933,TypeScript,
62209,20942,C#,C#
62210,20942,,HTML/CSS
62211,20942,,JavaScript
62212,20942,,SQL
62213,20942,Rust,
62217,20942,SQL,
62221,20942,TypeScript,
62225,20945,C#,Assembly
62226,20945,,Bash/Shell/PowerShell
62227,20945,,C#
62228,20945,,C++
62229,20945,,HTML/CSS
62230,20945,,JavaScript
62231,20945,,Python
62232,20945,,SQL
62233,20945,,TypeScript
62234,20945,,VBA
62235,20945,Python,
62245,20945,R,
62255,20945,Rust,
62265,20945,SQL,
62275,20945,TypeScript,
62285,20952,C,Dart
62286,20952,,Java
62287,20952,,JavaScript
62288,20952,C++,
62291,20952,Kotlin,
62294,20952,Python,
62297,20952,R,
62300,20952,Ruby,
62303,20952,TypeScript,
62306,20960,C,C
62307,20960,,C#
62308,20960,,HTML/CSS
62309,20960,,Java
62310,20960,,JavaScript
62311,20960,,Kotlin
62312,20960,,PHP
62313,20960,,Python
62314,20960,,SQL
62315,20960,,TypeScript
62316,20960,HTML/CSS,
62326,20960,Java,
62336,20960,JavaScript,
62346,20960,Kotlin,
62356,20960,TypeScript,
62366,20990,HTML/CSS,Go
62367,20990,,HTML/CSS
62368,20990,,JavaScript
62369,20990,,TypeScript
62370,20990,JavaScript,
62374,20990,Ruby,
62378,20990,Rust,
62382,20990,SQL,
62386,20990,Swift,
62390,20990,TypeScript,
62394,20992,C#,Bash/Shell/PowerShell
62395,20992,,C#
62396,20992,,HTML/CSS
62397,20992,,Haskell
62398,20992,,JavaScript
62399,20992,,PHP
62400,20992,,Rust
62401,20992,,SQL
62402,20992,,TypeScript
62403,20992,Rust,
62412,20992,SQL,
62421,20992,TypeScript,
62430,21002,C#,C#
62431,21002,,SQL
62432,21002,Haskell,
62434,21002,Rust,
62436,21002,SQL,
62438,21008,C,C++
62439,21008,,HTML/CSS
62440,21008,,JavaScript
62441,21008,,Python
62442,21008,,Ruby
62443,21008,,SQL
62444,21008,C++,
62450,21008,Go,
62456,21008,HTML/CSS,
62462,21008,JavaScript,
62468,21008,Python,
62474,21008,Ruby,
62480,21008,SQL,
62486,21010,C#,C#
62487,21010,,Dart
62488,21010,,HTML/CSS
62489,21010,,Java
62490,21010,,JavaScript
62491,21010,,PHP
62492,21010,,Python
62493,21010,,SQL
62494,21010,,TypeScript
62495,21010,Dart,
62504,21010,HTML/CSS,
62513,21010,Python,
62522,21010,SQL,
62531,21010,TypeScript,
62540,21022,C#,C#
62541,21022,,SQL
62542,21022,C++,
62544,21022,Python,
62546,21022,SQL,
62548,21031,C#,C#
62549,21031,Java,
62550,21031,Kotlin,
62551,21042,Bash/Shell/PowerShell,Bash/Shell/PowerShell
62552,21042,,C
62553,21042,,C#
62554,21042,,HTML/CSS
62555,21042,,Perl
62556,21042,,Python
62557,21042,,R
62558,21042,,TypeScript
62559,21042,C,
62567,21042,C#,
62575,21042,Go,
62583,21042,HTML/CSS,
62591,21042,R,
62599,21042,Rust,
62607,21042,TypeScript,
62615,21043,C#,Bash/Shell/PowerShell
62616,21043,,C#
62617,21043,,SQL
62618,21043,Kotlin,
62621,21043,Ruby,
62624,21043,SQL,
62627,21047,Dart,HTML/CSS
62628,21047,,JavaScript
62629,21047,,Ruby
62630,21047,Go,
62633,21047,HTML/CSS,
62636,21047,Ruby,
62639,21047,Swift,
62642,21064,Bash/Shell/PowerShell,Bash/Shell/PowerShell
62643,21064,,C#
62644,21064,,Java
62645,21064,,SQL
62646,21064,C#,
62650,21064,Go,
62654,21064,Python,
62658,21064,Scala,
62662,21079,C#,C#
62663,21079,,C++
62664,21079,,HTML/CSS
62665,21079,,JavaScript
62666,21079,,Python
62667,21079,,SQL
62668,21079,,VBA
62669,21079,JavaScript,
62676,21079,SQL,
62683,21083,JavaScript,JavaScript
62684,21083,Python,
62685,21085,Bash/Shell/PowerShell,Bash/Shell/PowerShell
62686,21085,,C#
62687,21085,,HTML/CSS
62688,21085,,Java
62689,21085,,JavaScript
62690,21085,,SQL
62691,21085,,TypeScript
62692,21085,C#,
62699,21085,HTML/CSS,
62706,21085,JavaScript,
62713,21085,Kotlin,
62720,21085,SQL,
62727,21085,TypeScript,
62734,21088,C#,C#
62735,21088,,Dart
62736,21088,,HTML/CSS
62737,21088,,JavaScript
62738,21088,,SQL
62739,21088,Dart,
62744,21088,HTML/CSS,
62749,21088,TypeScript,
62754,21089,Go,Go
62755,21089,,Java
62756,21089,,SQL
62757,21089,,Scala
62758,21089,Scala,
62762,21089,SQL,
62766,21096,Bash/Shell/PowerShell,Bash/Shell/PowerShell
62767,21096,,C#
62768,21096,,HTML/CSS
62769,21096,,JavaScript
62770,21096,,Python
62771,21096,,SQL
62772,21096,C#,
62778,21096,HTML/CSS,
62784,21096,JavaScript,
62790,21096,SQL,
62796,21096,TypeScript,
62802,21097,Bash/Shell/PowerShell,Bash/Shell/PowerShell
62803,21097,,C#
62804,21097,,C++
62805,21097,,HTML/CSS
62806,21097,,JavaScript
62807,21097,,SQL
62808,21097,C#,
62814,21097,HTML/CSS,
62820,21097,JavaScript,
62826,21097,SQL,
62832,21135,Bash/Shell/PowerShell,Bash/Shell/PowerShell
62833,21135,,C
62834,21135,,HTML/CSS
62835,21135,,JavaScript
62836,21135,,PHP
62837,21135,,Swift
62838,21135,,TypeScript
62839,21135,Go,
62846,21135,HTML/CSS,
62853,21135,JavaScript,
62860,21135,PHP,
62867,21135,Python,
62874,21135,Swift,
